Symbol,Market,Name,Sector,ListingDate,SettleMonth,Region
289040,KOSPI,KODEX MSCI KOREA ESG유니버설,,,,
156080,KOSPI,KODEX MSCI Korea,,,,
278540,KOSPI,KODEX MSCI Korea TR,,,,
275280,KOSPI,KODEX MSCI모멘텀,,,,
275290,KOSPI,KODEX MSCI밸류,,,,
275300,KOSPI,KODEX MSCI퀄리티,,,,
269420,KOSPI,KODEX S&P글로벌인프라(합성),,,,
329650,KOSPI,KODEX TRF3070,,,,
329660,KOSPI,KODEX TRF5050,,,,
329670,KOSPI,KODEX TRF7030,,,,
352540,KOSPI,KODEX TSE일본리츠(H),,,,
315930,KOSPI,KODEX Top5PlusTR,,,,
261220,KOSPI,KODEX WTI원유선물(H),,,,
271050,KOSPI,KODEX WTI원유선물인버스(H),,,,
117700,KOSPI,KODEX 건설,,,,
300950,KOSPI,KODEX 게임산업,,,,
266390,KOSPI,KODEX 경기소비재,,,,
279530,KOSPI,KODEX 고배당,,,,
132030,KOSPI,KODEX 골드선물(H),,,,
280940,KOSPI,KODEX 골드선물인버스(H),,,,
138910,KOSPI,KODEX 구리선물(H),,,,
114260,KOSPI,KODEX 국고채3년,,,,
152380,KOSPI,KODEX 국채선물10년,,,,
176950,KOSPI,KODEX 국채선물10년인버스,,,,
292770,KOSPI,KODEX 국채선물3년인버스,,,,
276990,KOSPI,KODEX 글로벌4차산업로보틱스(합성),,,,
102960,KOSPI,KODEX 기계장비,,,,
352560,KOSPI,KODEX 다우존스미국리츠(H),,,,
273140,KOSPI,KODEX 단기변동금리부채권액티브,,,,
153130,KOSPI,KODEX 단기채권,,,,
214980,KOSPI,KODEX 단기채권PLUS,,,,
122630,KOSPI,KODEX 레버리지,,,,
321410,KOSPI,KODEX 멀티에셋하이인컴(H),,,,
244620,KOSPI,KODEX 모멘텀Plus,,,,
314250,KOSPI,KODEX 미국FANG플러스(H),,,,
379800,KOSPI,KODEX 미국S&P500TR,,,,
219480,KOSPI,KODEX 미국S&P500선물(H),,,,
276970,KOSPI,KODEX 미국S&P고배당커버드콜(합성 H),,,,
185680,KOSPI,KODEX 미국S&P바이오(합성),,,,
200030,KOSPI,KODEX 미국S&P산업재(합성),,,,
218420,KOSPI,KODEX 미국S&P에너지(합성),,,,
379810,KOSPI,KODEX 미국나스닥100TR,,,,
409820,KOSPI,KODEX 미국나스닥100레버리지(합성 H),,,,
304940,KOSPI,KODEX 미국나스닥100선물(H),,,,
409810,KOSPI,KODEX 미국나스닥100선물인버스(H),,,,
261240,KOSPI,KODEX 미국달러선물,,,,
261250,KOSPI,KODEX 미국달러선물레버리지,,,,
261270,KOSPI,KODEX 미국달러선물인버스,,,,
261260,KOSPI,KODEX 미국달러선물인버스2X,,,,
280930,KOSPI,KODEX 미국러셀2000(H),,,,
390390,KOSPI,KODEX 미국반도체MV,,,,
390400,KOSPI,KODEX 미국스마트모빌리티S&P,,,,
308620,KOSPI,KODEX 미국채10년선물,,,,
304660,KOSPI,KODEX 미국채울트라30년선물(H),,,,
304670,KOSPI,KODEX 미국채울트라30년선물인버스(H),,,,
266360,KOSPI,KODEX 미디어&엔터테인먼트,,,,
244580,KOSPI,KODEX 바이오,,,,
091160,KOSPI,KODEX 반도체,,,,
325020,KOSPI,KODEX 배당가치,,,,
211900,KOSPI,KODEX 배당성장,,,,
237370,KOSPI,KODEX 배당성장채권혼합,,,,
244670,KOSPI,KODEX 밸류Plus,,,,
140700,KOSPI,KODEX 보험,,,,
102780,KOSPI,KODEX 삼성그룹,,,,
213610,KOSPI,KODEX 삼성그룹밸류,,,,
251350,KOSPI,KODEX 선진국MSCI World,,,,
117460,KOSPI,KODEX 에너지화학,,,,
140710,KOSPI,KODEX 운송,,,,
400570,KOSPI,KODEX 유럽탄소배출권선물ICE(H),,,,
144600,KOSPI,KODEX 은선물(H),,,,
091170,KOSPI,KODEX 은행,,,,
114800,KOSPI,KODEX 인버스,,,,
101280,KOSPI,KODEX 일본TOPIX100,,,,
091180,KOSPI,KODEX 자동차,,,,
363570,KOSPI,KODEX 장기종합채권(AA-이상)액티브KAP,,,,
273130,KOSPI,KODEX 종합채권(AA-이상)액티브,,,,
102970,KOSPI,KODEX 증권,,,,
169950,KOSPI,KODEX 차이나A50,,,,
283580,KOSPI,KODEX 차이나CSI300,,,,
099140,KOSPI,KODEX 차이나H,,,,
204450,KOSPI,KODEX 차이나H레버리지(H),,,,
256750,KOSPI,KODEX 차이나심천ChiNext(합성),,,,
372330,KOSPI,KODEX 차이나항셍테크,,,,
117680,KOSPI,KODEX 철강,,,,
279540,KOSPI,KODEX 최소변동성,,,,
229200,KOSPI,KODEX 코스닥 150,,,,
233740,KOSPI,KODEX 코스닥150 레버리지,,,,
360150,KOSPI,KODEX 코스닥150롱코스피200숏선물,,,,
251340,KOSPI,KODEX 코스닥150선물인버스,,,,
226490,KOSPI,KODEX 코스피,,,,
237350,KOSPI,KODEX 코스피100,,,,
359210,KOSPI,KODEX 코스피TR,,,,
337140,KOSPI,KODEX 코스피대형주,,,,
138920,KOSPI,KODEX 콩선물(H),,,,
244660,KOSPI,KODEX 퀄리티Plus,,,,
375770,KOSPI,KODEX 탄소효율그린뉴딜,,,,
266410,KOSPI,KODEX 필수소비재,,,,
298770,KOSPI,KODEX 한국대만IT프리미어,,,,
266420,KOSPI,KODEX 헬스케어,,,,
364690,KOSPI,KODEX 혁신기술테마액티브,,,,
069660,KOSPI,KOSEF 200,,,,
294400,KOSPI,KOSEF 200TR,,,,
253250,KOSPI,KOSEF 200선물레버리지,,,,
253240,KOSPI,KOSEF 200선물인버스,,,,
253230,KOSPI,KOSEF 200선물인버스2X,,,,
331910,KOSPI,KOSEF Fn중소형,,,,
100910,KOSPI,KOSEF KRX100,,,,
104530,KOSPI,KOSEF 고배당,,,,
148070,KOSPI,KOSEF 국고채10년,,,,
167860,KOSPI,KOSEF 국고채10년레버리지,,,,
114470,KOSPI,KOSEF 국고채3년,,,,
130730,KOSPI,KOSEF 단기자금,,,,
394340,KOSPI,KOSEF 릭소글로벌디지털경제MSCI,,,,
394350,KOSPI,KOSEF 릭소글로벌퓨처모빌리티MSCI,,,,
138230,KOSPI,KOSEF 미국달러선물,,,,
225800,KOSPI,KOSEF 미국달러선물레버리지,,,,
139660,KOSPI,KOSEF 미국달러선물인버스,,,,
230480,KOSPI,KOSEF 미국달러선물인버스2X,,,,
373790,KOSPI,KOSEF 미국방어배당성장나스닥,,,,
104520,KOSPI,KOSEF 블루칩,,,,
200250,KOSPI,KOSEF 인도Nifty50(합성),,,,
316670,KOSPI,KOSEF 코스닥150,,,,
291630,KOSPI,KOSEF 코스닥150선물레버리지,,,,
291620,KOSPI,KOSEF 코스닥150선물인버스,,,,
153270,KOSPI,KOSEF 코스피100,,,,
122260,KOSPI,KOSEF 통안채1년,,,,
114450,KOSDAQ,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,2009-12-22,12월,전라남도
025000,KOSPI,KPX케미칼,기초 화학물질 제조업,1994-12-27,12월,서울특별시
092230,KOSPI,KPX홀딩스,기초 화학물질 제조업,2006-10-12,12월,서울특별시
000040,KOSPI,KR모터스,그외 기타 운송장비 제조업,1976-05-25,12월,경상남도
00004217,KOSPI,KR모터스 1WR,,,,
044450,KOSPI,KSS해운,해상 운송업,2007-10-26,12월,서울특별시
030200,KOSPI,KT,전기 통신업,1998-12-23,12월,경기도
033780,KOSPI,KT&G,담배 제조업,1999-10-08,12월,대전광역시
030210,KOSPI,KTB투자증권,금융 지원 서비스업,1996-11-19,12월,서울특별시
168300,KOSPI,KTOP 코스피50,,,,
058850,KOSPI,KTcs,기타 정보 서비스업,2010-09-16,12월,대전광역시
058860,KOSPI,KTis,기타 정보 서비스업,2010-12-17,12월,서울특별시
060370,KOSDAQ,KT서브마린,전기 및 통신 공사업,2002-02-15,12월,부산광역시
093050,KOSPI,LF,봉제의복 제조업,2006-12-01,12월,서울특별시
003550,KOSPI,LG,기타 금융업,1970-02-13,12월,서울특별시
034220,KOSPI,LG디스플레이,전자부품 제조업,2004-07-23,12월,서울특별시
051900,KOSPI,LG생활건강,기타 화학제품 제조업,2001-04-25,12월,서울특별시
051905,KOSPI,LG생활건강우,,,,
003555,KOSPI,LG우,,,,
032640,KOSPI,LG유플러스,전기 통신업,2008-04-21,12월,서울특별시
011070,KOSPI,LG이노텍,전자부품 제조업,2008-07-24,12월,서울특별시
066570,KOSPI,LG전자,통신 및 방송 장비 제조업,2002-04-22,12월,서울특별시
066575,KOSPI,LG전자우,,,,
037560,KOSPI,LG헬로비전,텔레비전 방송업,2012-11-09,12월,서울특별시
051910,KOSPI,LG화학,기초 화학물질 제조업,2001-04-25,12월,서울특별시
051915,KOSPI,LG화학우,,,,
079550,KOSPI,LIG넥스원,무기 및 총포탄 제조업,2015-10-02,12월,경기도
006260,KOSPI,LS,기타 금융업,1977-06-30,12월,서울특별시
010120,KOSPI,LS ELECTRIC,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1994-07-11,12월,경기도
000680,KOSPI,LS네트웍스,상품 종합 도매업,1973-11-15,12월,경상남도
229640,KOSPI,LS전선아시아,기타 금융업,2016-09-22,12월,서울특별시
108320,KOSDAQ,LX세미콘,반도체 제조업,2010-06-08,12월,대전광역시
001120,KOSPI,LX인터내셔널,상품 중개업,1976-01-30,12월,서울특별시
108670,KOSPI,LX하우시스,플라스틱제품 제조업,2009-04-20,12월,서울특별시
108675,KOSPI,LX하우시스우,,,,
383800,KOSPI,LX홀딩스,기타 금융업,2021-05-27,12월,서울특별시
38380K,KOSPI,LX홀딩스1우,,,,
407170,KOSPI,MASTER 스마트커머스액티브,,,,
407160,KOSPI,MASTER 테크미디어텔레콤액티브,,,,
023150,KOSPI,MH에탄올,알코올음료 제조업,1996-12-24,12월,경상남도
035420,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2008-11-28,12월,경기도
160550,KOSDAQ,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업",2014-12-23,12월,서울특별시
053290,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업",2002-12-10,12월,서울특별시
55G759,KOSPI,NHG759삼성전자콜,,,,
55G760,KOSPI,NHG760삼성전자콜,,,,
55G761,KOSPI,NHG761삼성전자콜,,,,
55G766,KOSPI,NHG766삼성전자풋,,,,
55G767,KOSPI,NHG767삼성전자풋,,,,
55G768,KOSPI,NHG768삼성전자풋,,,,
55G769,KOSPI,NHG769삼성전자풋,,,,
55G770,KOSPI,NHG770SK하이닉콜,,,,
55G774,KOSPI,NHG774SK하이닉콜,,,,
55G775,KOSPI,NHG775SK하이닉콜,,,,
55G776,KOSPI,NHG776SK하이닉풋,,,,
55G777,KOSPI,NHG777SK하이닉풋,,,,
55G778,KOSPI,NHG778SK하이닉풋,,,,
55G780,KOSPI,NHG780네이버콜,,,,
55G782,KOSPI,NHG782네이버콜,,,,
55G784,KOSPI,NHG784네이버풋,,,,
55G785,KOSPI,NHG785네이버풋,,,,
55G786,KOSPI,NHG786네이버풋,,,,
55G787,KOSPI,NHG787네이버풋,,,,
55G788,KOSPI,NHG788네이버풋,,,,
55G790,KOSPI,NHG790카카오콜,,,,
55G791,KOSPI,NHG791카카오콜,,,,
55G792,KOSPI,NHG792카카오콜,,,,
55G793,KOSPI,NHG793카카오콜,,,,
55G794,KOSPI,NHG794카카오콜,,,,
55G795,KOSPI,NHG795카카오풋,,,,
55G796,KOSPI,NHG796카카오풋,,,,
55G799,KOSPI,NHG799카카오풋,,,,
55G801,KOSPI,NHG801기아콜,,,,
55G802,KOSPI,NHG802기아콜,,,,
55G803,KOSPI,NHG803기아콜,,,,
55G804,KOSPI,NHG804기아풋,,,,
55G805,KOSPI,NHG805기아풋,,,,
55G806,KOSPI,NHG806기아풋,,,,
55G807,KOSPI,NHG807기아풋,,,,
55G808,KOSPI,NHG808기아풋,,,,
55G809,KOSPI,NHG809LG화학콜,,,,
55G810,KOSPI,NHG810LG화학콜,,,,
55G811,KOSPI,NHG811LG화학콜,,,,
55G812,KOSPI,NHG812LG화학콜,,,,
55G813,KOSPI,NHG813LG화학콜,,,,
55G814,KOSPI,NHG814LG화학풋,,,,
55G815,KOSPI,NHG815LG화학풋,,,,
55G816,KOSPI,NHG816LG화학풋,,,,
55G817,KOSPI,NHG817LG화학풋,,,,
55G818,KOSPI,NHG818LG화학풋,,,,
55G819,KOSPI,NHG819삼성SDI콜,,,,
55G820,KOSPI,NHG820삼성SDI콜,,,,
55G822,KOSPI,NHG822삼성SDI콜,,,,
55G823,KOSPI,NHG823삼성SDI풋,,,,
55G824,KOSPI,NHG824삼성SDI풋,,,,
55G825,KOSPI,NHG825삼성SDI풋,,,,
55G826,KOSPI,NHG826삼성SDI풋,,,,
55G827,KOSPI,NHG827삼성SDI풋,,,,
55G828,KOSPI,NHG828POSCO풋,,,,
55G829,KOSPI,NHG829POSCO풋,,,,
55G831,KOSPI,NHG831POSCO풋,,,,
55G832,KOSPI,NHG832POSCO풋,,,,
55G837,KOSPI,NHG837삼성물산풋,,,,
55G838,KOSPI,NHG838삼성물산풋,,,,
55G845,KOSPI,NHG845삼성전자풋,,,,
55G846,KOSPI,NHG846삼성전자풋,,,,
55G848,KOSPI,NHG848삼성전자풋,,,,
55G851,KOSPI,NHG851SK하이닉콜,,,,
55G852,KOSPI,NHG852SK하이닉풋,,,,
55G853,KOSPI,NHG853SK하이닉풋,,,,
55G854,KOSPI,NHG854SK하이닉풋,,,,
55G855,KOSPI,NHG855SK하이닉풋,,,,
55G856,KOSPI,NHG856삼성전자콜,,,,
55G857,KOSPI,NHG857삼성전자콜,,,,
55G858,KOSPI,NHG858삼성전자콜,,,,
55G859,KOSPI,NHG859삼성전자콜,,,,
55G860,KOSPI,NHG860삼성전자콜,,,,
55G861,KOSPI,NHG861삼성전자콜,,,,
55G862,KOSPI,NHG862삼성전자풋,,,,
55G863,KOSPI,NHG863삼성전자풋,,,,
55G864,KOSPI,NHG864삼성전자풋,,,,
55G865,KOSPI,NHG865삼성전자풋,,,,
55G866,KOSPI,NHG866삼성전자풋,,,,
55G867,KOSPI,NHG867삼성전자풋,,,,
55G868,KOSPI,NHG868SK하이닉콜,,,,
55G869,KOSPI,NHG869SK하이닉콜,,,,
55G870,KOSPI,NHG870SK하이닉콜,,,,
55G871,KOSPI,NHG871SK하이닉콜,,,,
55G872,KOSPI,NHG872SK하이닉콜,,,,
55G873,KOSPI,NHG873SK하이닉콜,,,,
55G874,KOSPI,NHG874SK하이닉풋,,,,
55G875,KOSPI,NHG875SK하이닉풋,,,,
55G876,KOSPI,NHG876SK하이닉풋,,,,
55G877,KOSPI,NHG877SK하이닉풋,,,,
55G878,KOSPI,NHG878SK하이닉풋,,,,
55G879,KOSPI,NHG879SK하이닉풋,,,,
55G880,KOSPI,NHG880현대차콜,,,,
55G881,KOSPI,NHG881현대차콜,,,,
55G882,KOSPI,NHG882현대차콜,,,,
55G883,KOSPI,NHG883현대차콜,,,,
55G884,KOSPI,NHG884현대차콜,,,,
55G885,KOSPI,NHG885현대차콜,,,,
55G886,KOSPI,NHG886현대차풋,,,,
55G887,KOSPI,NHG887현대차풋,,,,
55G888,KOSPI,NHG888현대차풋,,,,
55G889,KOSPI,NHG889현대차풋,,,,
55G890,KOSPI,NHG890현대차풋,,,,
55G891,KOSPI,NHG891현대차풋,,,,
55G892,KOSPI,NHG892기아콜,,,,
55G893,KOSPI,NHG893기아콜,,,,
55G894,KOSPI,NHG894기아콜,,,,
55G895,KOSPI,NHG895기아콜,,,,
55G896,KOSPI,NHG896기아콜,,,,
55G897,KOSPI,NHG897기아콜,,,,
55G898,KOSPI,NHG898기아풋,,,,
55G899,KOSPI,NHG899기아풋,,,,
55G900,KOSPI,NHG900기아풋,,,,
55G901,KOSPI,NHG901기아풋,,,,
55G902,KOSPI,NHG902기아풋,,,,
55G903,KOSPI,NHG903기아풋,,,,
55G904,KOSPI,NHG904네이버콜,,,,
55G905,KOSPI,NHG905네이버콜,,,,
55G906,KOSPI,NHG906네이버콜,,,,
55G907,KOSPI,NHG907네이버콜,,,,
55G908,KOSPI,NHG908네이버콜,,,,
55G909,KOSPI,NHG909네이버콜,,,,
55G910,KOSPI,NHG910네이버풋,,,,
55G911,KOSPI,NHG911네이버풋,,,,
55G912,KOSPI,NHG912네이버풋,,,,
55G913,KOSPI,NHG913네이버풋,,,,
55G914,KOSPI,NHG914네이버풋,,,,
55G915,KOSPI,NHG915네이버풋,,,,
55G916,KOSPI,NHG916카카오콜,,,,
55G917,KOSPI,NHG917카카오콜,,,,
55G918,KOSPI,NHG918카카오콜,,,,
55G919,KOSPI,NHG919카카오콜,,,,
55G920,KOSPI,NHG920카카오콜,,,,
55G921,KOSPI,NHG921카카오콜,,,,
55G922,KOSPI,NHG922카카오풋,,,,
55G923,KOSPI,NHG923카카오풋,,,,
55G924,KOSPI,NHG924카카오풋,,,,
55G925,KOSPI,NHG925카카오풋,,,,
55G926,KOSPI,NHG926카카오풋,,,,
55G927,KOSPI,NHG927카카오풋,,,,
55G928,KOSPI,NHG928LG화학콜,,,,
55G929,KOSPI,NHG929LG화학콜,,,,
55G930,KOSPI,NHG930LG화학콜,,,,
55G931,KOSPI,NHG931LG화학콜,,,,
55G932,KOSPI,NHG932LG화학콜,,,,
55G933,KOSPI,NHG933LG화학콜,,,,
55G934,KOSPI,NHG934LG화학풋,,,,
55G935,KOSPI,NHG935LG화학풋,,,,
55G936,KOSPI,NHG936LG화학풋,,,,
55G937,KOSPI,NHG937LG화학풋,,,,
55G938,KOSPI,NHG938LG화학풋,,,,
55G939,KOSPI,NHG939LG화학풋,,,,
55G940,KOSPI,NHG940NC소프트콜,,,,
55G941,KOSPI,NHG941NC소프트콜,,,,
55G942,KOSPI,NHG942NC소프트콜,,,,
55G943,KOSPI,NHG943NC소프트콜,,,,
55G944,KOSPI,NHG944NC소프트풋,,,,
55G945,KOSPI,NHG945NC소프트풋,,,,
55G946,KOSPI,NHG946NC소프트풋,,,,
55G947,KOSPI,NHG947NC소프트풋,,,,
55G948,KOSPI,NHG948NC소프트풋,,,,
55G949,KOSPI,NHG949NC소프트풋,,,,
181710,KOSPI,NHN,소프트웨어 개발 및 공급업,2013-08-29,12월,경기도
104200,KOSDAQ,NHN벅스,소프트웨어 개발 및 공급업,2009-10-06,12월,경기도
060250,KOSDAQ,NHN한국사이버결제,기타 정보 서비스업,2002-01-08,12월,서울특별시
400760,KOSPI,NH올원리츠,부동산 임대 및 공급업,2021-11-18,12월,서울특별시
005940,KOSPI,NH투자증권,금융 지원 서비스업,1975-09-30,12월,서울특별시
005945,KOSPI,NH투자증권우,,,,
338100,KOSPI,NH프라임리츠,부동산 임대 및 공급업,2019-12-05,11월,서울특별시
034310,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업,2004-02-04,12월,서울특별시
030190,KOSDAQ,NICE평가정보,기타 정보 서비스업,2000-05-16,12월,서울특별시
008260,KOSPI,NI스틸,1차 철강 제조업,1975-06-28,12월,서울특별시
004250,KOSPI,NPC,플라스틱제품 제조업,1969-09-08,12월,경기도
004255,KOSPI,NPC우,,,,
010060,KOSPI,OCI,기초 화학물질 제조업,1985-07-09,12월,서울특별시
078590,KOSDAQ,OQP,자동차 신품 부품 제조업,2005-10-27,12월,경상남도
178920,KOSPI,PI첨단소재,플라스틱제품 제조업,2021-08-09,12월,충청북도
024940,KOSDAQ,PN풍년,기타 금속 가공제품 제조업,1995-01-04,12월,경기도
005490,KOSPI,POSCO,1차 철강 제조업,1988-06-10,12월,경상북도
550060,KOSPI,QV S&P500 VIX S/T 선물 ETN C,,,,
550066,KOSPI,QV S&P500 버퍼10% 9월 ETN,,,,
550059,KOSPI,QV iSelect 글로벌 EMP ETN(H),,,,
550044,KOSPI,QV 레버리지 S&P500 ETN,,,,
550042,KOSPI,QV 레버리지 WTI원유 선물 ETN(H),,,,
550069,KOSPI,QV 레버리지 구리 선물 ETN(H),,,,
550062,KOSPI,QV 레버리지 금 선물 ETN(H),,,,
550064,KOSPI,QV 레버리지 은 선물 ETN(H),,,,
550041,KOSPI,QV 미국 IT TOP5 ETN(H),,,,
550045,KOSPI,QV 인버스 레버리지 S&P500 ETN,,,,
550043,KOSPI,QV 인버스 레버리지 WTI원유 선물 ETN(H),,,,
550070,KOSPI,QV 인버스 레버리지 구리 선물 ETN(H),,,,
550063,KOSPI,QV 인버스 레버리지 금 선물 ETN(H),,,,
550065,KOSPI,QV 인버스 레버리지 은 선물 ETN(H),,,,
550061,KOSPI,QV 인버스 미국 IT TOP5 ETN(H),,,,
550068,KOSPI,QV 코스닥 150 ETN,,,,
550067,KOSPI,QV 코스피 200 ETN,,,,
550057,KOSPI,QV 코스피 변동성 매칭형 양매도 ETN,,,,
218410,KOSDAQ,RFHIC,통신 및 방송 장비 제조업,2015-06-30,12월,경기도
327260,KOSDAQ,RF머트리얼즈,전자부품 제조업,2019-12-24,12월,경기도
091340,KOSDAQ,S&K폴리텍,전자부품 제조업,2007-07-30,12월,경기도
010950,KOSPI,S-Oil,석유 정제품 제조업,1987-05-27,12월,서울특별시
010955,KOSPI,S-Oil우,,,,
019550,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업,1989-09-06,12월,서울특별시
950110,KOSDAQ,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업,2012-12-17,03월,일본
034120,KOSPI,SBS,텔레비전 방송업,2003-06-25,12월,서울특별시
101060,KOSPI,SBS미디어홀딩스,텔레비전 방송업,2008-03-24,12월,서울특별시
046140,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업",2003-02-05,12월,서울특별시
036120,KOSDAQ,SCI평가정보,기타 정보 서비스업,1999-12-07,12월,서울특별시
099220,KOSDAQ,SDN,기계장비 및 관련 물품 도매업,2009-05-19,12월,경기도
036540,KOSDAQ,SFA반도체,반도체 제조업,2001-05-02,12월,충청남도
255220,KOSDAQ,SG,기타 비금속 광물제품 제조업,2018-01-26,12월,인천광역시
040610,KOSDAQ,SG&G,자동차 신품 부품 제조업,2000-04-27,12월,경기도
049470,KOSDAQ,SGA,소프트웨어 개발 및 공급업,2001-10-11,12월,서울특별시
184230,KOSDAQ,SGA솔루션즈,소프트웨어 개발 및 공급업,2013-12-20,12월,서울특별시
005090,KOSPI,SGC에너지,전기업,1993-01-06,12월,서울특별시
016250,KOSDAQ,SGC이테크건설,건물 건설업,1999-12-28,12월,서울특별시
001380,KOSPI,SG글로벌,자동차 신품 부품 제조업,1976-06-29,12월,충청남도
004060,KOSPI,SG세계물산,상품 종합 도매업,1976-04-19,12월,서울특별시
001770,KOSPI,SHD,1차 철강 제조업,1988-11-23,12월,경기도
002360,KOSPI,SH에너지화학,기초 화학물질 제조업,1985-12-23,12월,전라북도
009160,KOSPI,SIMPAC,특수 목적용 기계 제조업,1989-07-29,12월,인천광역시
123700,KOSPI,SJM,자동차 신품 부품 제조업,2010-05-31,12월,경기도
025530,KOSPI,SJM홀딩스,자동차 부품 및 내장품 판매업,1997-02-12,12월,경기도
034730,KOSPI,SK,기타 금융업,2009-11-11,12월,서울특별시
337450,KOSDAQ,SK5호스팩,금융 지원 서비스업,2019-12-04,12월,서울특별시
340350,KOSDAQ,SK6호스팩,금융 지원 서비스업,2020-03-11,12월,서울특별시
011790,KOSPI,SKC,기타 화학제품 제조업,1997-07-18,12월,경기도
018670,KOSPI,SK가스,기타 전문 도매업,1997-08-27,12월,경기도
001740,KOSPI,SK네트웍스,기타 전문 도매업,1977-06-30,12월,경기도
001745,KOSPI,SK네트웍스우,,,,
006120,KOSPI,SK디스커버리,기타 금융업,1976-06-29,12월,경기도
006125,KOSPI,SK디스커버리우,,,,
210980,KOSPI,SK디앤디,부동산 임대 및 공급업,2015-06-23,12월,경기도
068400,KOSPI,SK렌터카,운송장비 임대업,2012-07-27,12월,서울특별시
395400,KOSPI,SK리츠,부동산 임대 및 공급업,2021-09-14,03월,서울특별시
036490,KOSDAQ,SK머티리얼즈,기초 화학물질 제조업,1999-12-14,12월,경상북도
302440,KOSPI,SK바이오사이언스,기초 의약물질 및 생물학적 제제 제조업,2021-03-18,12월,경기도
326030,KOSPI,SK바이오팜,자연과학 및 공학 연구개발업,2020-07-02,12월,경기도
402340,KOSPI,SK스퀘어,기타 금융업,2021-11-29,12월,서울특별시
361610,KOSPI,SK아이이테크놀로지,일차전지 및 축전지 제조업,2021-05-11,12월,서울특별시
03473K,KOSPI,SK우,,,,
096770,KOSPI,SK이노베이션,석유 정제품 제조업,2007-07-25,12월,서울특별시
096775,KOSPI,SK이노베이션우,,,,
001510,KOSPI,SK증권,금융 지원 서비스업,1986-09-20,12월,서울특별시
001515,KOSPI,SK증권우,,,,
285130,KOSPI,SK케미칼,합성고무 및 플라스틱 물질 제조업,2018-01-05,12월,경기도
28513K,KOSPI,SK케미칼우,,,,
017670,KOSPI,SK텔레콤,전기 통신업,1989-11-07,12월,서울특별시
000660,KOSPI,SK하이닉스,반도체 제조업,1996-12-26,12월,경기도
048550,KOSDAQ,SM C&C,광고업,2001-01-18,12월,서울특별시
063440,KOSDAQ,SM Life Design,기록매체 복제업,2002-05-30,12월,경기도
950180,KOSDAQ,SNK,소프트웨어 개발 및 공급업,2019-05-07,07월,일본
064960,KOSPI,SNT모티브,자동차 신품 부품 제조업,2002-03-11,12월,부산광역시
100840,KOSPI,SNT에너지,일반 목적용 기계 제조업,2008-02-22,12월,경상남도
003570,KOSPI,SNT중공업,자동차 신품 부품 제조업,1976-07-08,12월,경상남도
036530,KOSPI,SNT홀딩스,기타 금융업,2002-10-22,12월,서울특별시
411540,KOSPI,SOL 200 Top10,,,,
295040,KOSPI,SOL 200TR,,,,
363510,KOSPI,SOL KIS단기통안채,,,,
292500,KOSPI,SOL KRX300,,,,
404650,KOSPI,SOL KRX기후변화솔루션,,,,
400590,KOSPI,SOL 글로벌탄소배출권선물IHS(합성),,,,
399110,KOSPI,SOL 미국S&P500ESG,,,,
208470,KOSPI,SOL 선진국MSCI World(합성 H),,,,
400580,KOSPI,SOL 유럽탄소배출권선물S&P(H),,,,
220130,KOSPI,SOL 중국본토 중소형 CSI500(합성 H),,,,
005610,KOSPI,SPC삼립,기타 식품 제조업,1975-05-02,12월,경기도
011810,KOSPI,STX,상품 종합 도매업,1990-09-12,12월,경상남도
077970,KOSPI,STX엔진,일반 목적용 기계 제조업,2004-05-10,12월,경상남도
071970,KOSPI,STX중공업,일반 목적용 기계 제조업,2009-05-15,12월,경상남도
002820,KOSPI,SUN&L,나무제품 제조업,1976-05-22,12월,인천광역시
289080,KOSDAQ,SV인베스트먼트,기타 금융업,2018-07-06,03월,서울특별시
084870,KOSPI,TBH글로벌,봉제의복 제조업,2005-12-19,12월,서울특별시
002710,KOSPI,TCC스틸,1차 철강 제조업,1984-12-21,12월,경상북도
089230,KOSDAQ,THE E&M,기타 정보 서비스업,2006-10-10,12월,서울특별시
161570,KOSDAQ,THE MIDONG,영상 및 음향기기 제조업,2013-11-13,12월,서울특별시
192410,KOSDAQ,THQ,통신 및 방송 장비 제조업,2014-08-14,12월,서울특별시
102110,KOSPI,TIGER 200,,,,
139260,KOSPI,TIGER 200 IT,,,,
139220,KOSPI,TIGER 200 건설,,,,
139290,KOSPI,TIGER 200 경기소비재,,,,
139270,KOSPI,TIGER 200 금융,,,,
227550,KOSPI,TIGER 200 산업재,,,,
227560,KOSPI,TIGER 200 생활소비재,,,,
139250,KOSPI,TIGER 200 에너지화학,,,,
139230,KOSPI,TIGER 200 중공업,,,,
139240,KOSPI,TIGER 200 철강소재,,,,
227540,KOSPI,TIGER 200 헬스케어,,,,
243880,KOSPI,TIGER 200IT레버리지,,,,
